year,row,column,LAI
10,1,18,2.3469
10,1,19,4.5119
10,1,20,4.4832
10,1,21,4.3955
10,1,22,4.2104
10,1,23,4.6873
10,1,24,4.0593
10,1,25,4.0348
10,1,26,5.0753
10,1,27,4.6471
10,1,28,4.8211
10,1,29,4.7538
10,1,30,5.0061
10,1,31,4.9329
10,1,32,5.0358
10,1,33,5.3581
10,1,34,5.1117
10,1,35,5.4681
10,1,36,4.9733
10,1,37,5.1017
10,1,38,5.1017
10,1,39,5.3007
10,1,40,4.9613
10,1,41,4.8914
10,1,42,5.2531
10,1,43,5.0312
10,1,44,4.8308
10,1,45,4.9471
10,1,46,5.4996
10,1,47,5.3242
10,1,48,5.3468
10,1,49,5.3812
10,1,50,5.0809
10,1,51,5.0062
10,1,52,5.0757
10,1,53,4.8081
10,1,54,5.9213
10,1,55,5.3231
10,1,56,6.4116
10,1,57,5.9345
10,1,58,6.4236
10,1,59,6.4405
10,1,60,6.3691
10,1,61,6.4046
10,1,62,6.5932
10,1,63,6.4764
10,1,64,5.4191
10,1,65,5.2801
10,1,66,4.9346
10,1,67,5.156
10,1,68,4.7827
10,1,69,5.2004
10,1,70,4.8398
10,1,71,5.2779
10,1,72,5.3823
10,1,73,5.1875
10,1,74,4.9511
10,1,75,5.4589
10,1,76,5.0247
10,1,77,5.6345
10,1,78,5.0724
10,1,79,5.1106
10,1,80,5.1327
10,1,81,5.1577
10,1,82,4.8151
10,1,83,4.7318
10,1,84,5.107
10,1,85,5.4801
10,1,86,5.2729
10,1,87,5.2783
10,1,88,5.0804
10,1,89,5.1051
10,1,90,5.2352
10,1,91,5.0866
10,1,92,4.9608
10,1,93,5.3896
10,1,94,4.8906
10,1,95,4.8591
10,1,96,5.0131
10,1,97,4.7845
10,1,98,4.962
10,1,99,4.8041
10,1,100,6.2993
10,1,101,5.9942
10,1,102,4.7571
10,1,103,4.8972
10,1,104,4.9161
10,1,105,5.2971
10,1,106,4.7632
10,1,107,4.635
10,1,108,4.6685
10,1,109,4.6127
10,1,110,4.6874
10,1,111,4.9008
10,1,112,4.9878
10,1,113,4.5874
10,1,114,4.954
10,1,115,3.9659
10,1,116,4.7917
10,1,117,4.2258
10,1,118,4.5955
10,1,119,4.2808
10,1,120,4.5361
10,1,121,4.4454
10,1,122,4.6973
10,1,123,4.9838
10,1,124,4.7894
10,1,125,4.6224
10,1,126,4.7522
10,1,127,2.8161
10,1,128,1.4037
10,1,129,2.1541
10,1,130,2.8894
10,1,131,3.0026
10,1,132,2.8549
10,1,133,2.3173
10,1,134,3.0347
10,1,135,2.8851
10,1,136,1.8516
10,1,137,2.0971
10,1,138,0.6699
10,1,139,0.0132
10,1,140,0.0132
10,1,141,0.0132
10,1,142,0.0132
10,1,143,0.0132
10,1,144,0.0132
10,1,145,0.0132
10,1,146,0.0132
10,1,147,0.0132
10,1,148,0.0067
10,1,149,0.0067
10,1,150,0.0067
10,1,151,0.0067
10,1,152,0.0067
10,1,153,0.0067
10,1,154,0.0067
10,1,155,0.0067
10,1,156,0.0067
10,1,157,0.0066
10,1,158,0.0066
10,2,0,0.0066
10,2,1,1.5275
10,2,2,1.5399
10,2,3,0.0068
10,2,4,0.0068
10,2,5,0.0068
10,2,6,0.0068
10,2,7,0.0132
10,2,8,0.0132
10,2,9,0.0132
10,2,10,0.8719
10,2,11,1.2608
10,2,12,1.0681
10,2,13,1.7715
10,2,14,2.7746
10,2,15,2.7255
10,2,16,2.135
10,2,17,2.0885
10,2,18,2.1226
10,2,19,4.6114
10,2,20,4.7287
10,2,21,4.8617
10,2,22,4.1874
10,2,23,4.7705
10,2,24,4.0079
10,2,25,4.2332
10,2,26,4.9858
10,2,27,4.5133
10,2,28,4.6612
10,2,29,4.793
10,2,30,4.6052
10,2,31,5.5916
10,2,32,4.8192
10,2,33,4.889
10,2,34,4.91
10,2,35,4.9086
10,2,36,4.7519
10,2,37,5.6788
10,2,38,5.2176
10,2,39,4.9763
10,2,40,5.5958
10,2,41,5.0368
10,2,42,4.8065
10,2,43,5.1135
10,2,44,5.3976
10,2,45,5.2136
10,2,46,5.4806
10,2,47,4.9306
10,2,48,5.0801
10,2,49,5.2689
10,2,50,5.1253
10,2,51,5.1615
10,2,52,5.4753
10,2,53,4.9122
10,2,54,5.2888
10,2,55,4.9246
10,2,56,6.4451
10,2,57,6.482
10,2,58,6.8115
10,2,59,6.3226
10,2,60,6.4497
10,2,61,6.724
10,2,62,6.6773
10,2,63,6.7008
10,2,64,5.4222
10,2,65,5.127
10,2,66,4.7812
10,2,67,4.9578
10,2,68,5.0391
10,2,69,5.3828
10,2,70,5.2099
10,2,71,5.7057
10,2,72,5.4185
10,2,73,4.7345
10,2,74,5.0398
10,2,75,4.8669
10,2,76,5.0036
10,2,77,5.1728
10,2,78,4.6998
10,2,79,5.2736
10,2,80,5.4468
10,2,81,5.0549
10,2,82,5.0991
10,2,83,4.9717
10,2,84,5.409
10,2,85,5.3656
10,2,86,5.1101
10,2,87,5.4183
10,2,88,5.242
10,2,89,5.1277
10,2,90,5.3904
10,2,91,5.3192
10,2,92,4.9834
10,2,93,4.7387
10,2,94,5.5203
10,2,95,4.7979
10,2,96,5.1023
10,2,97,4.656
10,2,98,4.7029
10,2,99,4.9303
10,2,100,4.7239
10,2,101,5.1189
10,2,102,4.8529
10,2,103,4.7913
10,2,104,4.7502
10,2,105,5.3196
10,2,106,4.5807
10,2,107,4.9463
10,2,108,4.7023
10,2,109,4.986
10,2,110,4.6829
10,2,111,4.7733
10,2,112,4.9865
10,2,113,4.6235
10,2,114,4.8644
10,2,115,4.3992
10,2,116,4.5601
10,2,117,3.9842
10,2,118,4.3625
10,2,119,4.6519
10,2,120,4.3643
10,2,121,3.9204
10,2,122,4.8255
10,2,123,4.804
10,2,124,4.7334
10,2,125,4.8146
10,2,126,4.7618
10,2,127,2.506
10,2,128,2.1506
10,2,129,2.7545
10,2,130,3.0842
10,2,131,3.1368
10,2,132,2.7868
10,2,133,3.5495
10,2,134,2.7494
10,2,135,3.1501
10,2,136,2.1473
10,2,137,0.9566
10,2,138,1.9996
10,2,139,0.0132
10,2,140,0.0132
10,2,141,0.0132
10,2,142,0.0132
10,2,143,0.0132
10,2,144,0.0132
10,2,145,0.0132
10,2,146,0.0132
10,2,147,0.0132
10,2,148,0.0067
10,2,149,0.0067
10,2,150,0.0067
10,2,151,0.0067
10,2,152,0.0067
10,2,153,0.0067
10,2,154,0.0067
10,2,155,0.0067
10,2,156,0.0067
10,2,157,0.0066
10,2,158,0.0066
10,3,0,0.0066
10,3,1,0.0068
10,3,2,0.0068
10,3,3,0.0068
10,3,4,0.0068
10,3,5,0.0068
10,3,6,0.0068
10,3,7,0.0132
10,3,8,0.0132
10,3,9,0.0132
10,3,10,0.0132
10,3,11,1.3675
10,3,12,1.4081
10,3,13,1.6121
10,3,14,2.1837
10,3,15,2.2326
10,3,16,2.2041
10,3,17,3.0032
10,3,18,2.13
10,3,19,4.7539
10,3,20,4.5405
10,3,21,4.1485
10,3,22,4.2763
10,3,23,3.7575
10,3,24,4.5406
10,3,25,4.7785
10,3,26,4.7101
10,3,27,4.5526
10,3,28,4.795
10,3,29,4.6435
10,3,30,4.9358
10,3,31,4.8708
10,3,32,5.0247
10,3,33,5.037
10,3,34,4.7306
10,3,35,4.8305
10,3,36,4.8153
10,3,37,4.5803
10,3,38,5.5675
10,3,39,4.8924
10,3,40,5.0993
10,3,41,6.0446
10,3,42,5.3532
10,3,43,5.0981
10,3,44,5.5194
10,3,45,4.9865
10,3,46,4.7315
10,3,47,4.9313
10,3,48,5.0103
10,3,49,4.895
10,3,50,4.8478
10,3,51,5.353
10,3,52,5.021
10,3,53,4.8753
10,3,54,5.2252
10,3,55,5.4226
10,3,56,6.3841
10,3,57,6.4021
10,3,58,6.283
10,3,59,6.4593
10,3,60,6.5148
10,3,61,6.4591
10,3,62,6.5211
10,3,63,6.2487
10,3,64,5.2696
10,3,65,4.7713
10,3,66,5.1422
10,3,67,5.0931
10,3,68,4.8043
10,3,69,4.8476
10,3,70,4.7288
10,3,71,5.2464
10,3,72,5.3823
10,3,73,4.9207
10,3,74,5.2024
10,3,75,5.0606
10,3,76,5.6869
10,3,77,5.0798
10,3,78,5.2779
10,3,79,5.3556
10,3,80,5.636
10,3,81,5.3198
10,3,82,5.3842
10,3,83,5.0461
10,3,84,4.939
10,3,85,4.887
10,3,86,5.0224
10,3,87,5.0722
10,3,88,5.7122
10,3,89,5.6409
10,3,90,5.2951
10,3,91,5.2173
10,3,92,4.9895
10,3,93,5.4621
10,3,94,5.1111
10,3,95,5.0903
10,3,96,4.993
10,3,97,5.223
10,3,98,4.9043
10,3,99,5.0995
10,3,100,4.9766
10,3,101,4.8302
10,3,102,5.0106
10,3,103,5.3832
10,3,104,4.9457
10,3,105,4.7757
10,3,106,4.9699
10,3,107,4.7109
10,3,108,4.6973
10,3,109,4.63
10,3,110,4.7078
10,3,111,4.7141
10,3,112,4.6158
10,3,113,4.9791
10,3,114,4.6328
10,3,115,3.8183
10,3,116,3.8938
10,3,117,4.9789
10,3,118,4.4076
10,3,119,4.6022
10,3,120,4.323
10,3,121,4.5705
10,3,122,4.6581
10,3,123,4.4405
10,3,124,4.5741
10,3,125,4.7516
10,3,126,4.7669
10,3,127,2.5266
10,3,128,1.9698
10,3,129,2.0836
10,3,130,2.1949
10,3,131,3.0797
10,3,132,3.1056
10,3,133,2.176
10,3,134,2.9135
10,3,135,2.7402
10,3,136,1.5437
10,3,137,1.4509
10,3,138,0.5906
10,3,139,0.0132
10,3,140,0.0132
10,3,141,0.0132
10,3,142,0.0132
10,3,143,0.0132
10,3,144,0.0132
10,3,145,0.0132
10,3,146,0.0132
10,3,147,0.0132
10,3,148,0.0067
10,3,149,0.0067
10,3,150,0.0067
10,3,151,0.0067
10,3,152,0.0067
10,3,153,0.0067
10,3,154,0.0067
10,3,155,0.0067
10,3,156,0.0067
10,3,157,0.0066
10,3,158,0.0066
10,4,0,0.0066
10,4,1,0.0068
10,4,2,0.0068
10,4,3,0.0068
10,4,4,0.0068
10,4,5,0.0068
10,4,6,0.0068
10,4,7,0.0132
10,4,8,0.0132
10,4,9,0.0132
10,4,10,0.0132
10,4,11,1.945
10,4,12,1.0282
10,4,13,2.0535
10,4,14,1.1845
10,4,15,1.7335
10,4,16,1.3822
10,4,17,2.0889
10,4,18,2.1202
10,4,19,4.7901
10,4,20,4.5813
10,4,21,4.6922
10,4,22,3.6207
10,4,23,3.6846
10,4,24,4.2489
10,4,25,4.3679
10,4,26,5.007
10,4,27,5.0011
10,4,28,4.5974
10,4,29,4.6158
10,4,30,4.8579
10,4,31,4.9342
10,4,32,5.1747
10,4,33,4.8132
10,4,34,5.3792
10,4,35,5.83
10,4,36,4.9828
10,4,37,4.8924
10,4,38,5.6211
10,4,39,5.2477
10,4,40,5.0893
10,4,41,5.2907
10,4,42,5.5277
10,4,43,5.7621
10,4,44,4.7978
10,4,45,4.9254
10,4,46,4.7224
10,4,47,5.0272
10,4,48,5.1143
10,4,49,5.1366
10,4,50,5.5441
10,4,51,5.0923
10,4,52,5.4449
10,4,53,5.254
10,4,54,5.1453
10,4,55,5.2585
10,4,56,6.3472
10,4,57,6.4032
10,4,58,5.9545
10,4,59,6.1118
10,4,60,6.0939
10,4,61,6.4884
10,4,62,6.4181
10,4,63,6.8082
10,4,64,5.3074
10,4,65,5.4874
10,4,66,5.3185
10,4,67,5.1579
10,4,68,5.2618
10,4,69,5.1473
10,4,70,5.4886
10,4,71,5.031
10,4,72,4.7098
10,4,73,5.206
10,4,74,5.1784
10,4,75,5.3043
10,4,76,5.2203
10,4,77,5.4198
10,4,78,4.8483
10,4,79,4.7736
10,4,80,5.8395
10,4,81,5.1972
10,4,82,5.4831
10,4,83,5.2057
10,4,84,5.1764
10,4,85,5.6183
10,4,86,5.5351
10,4,87,4.9497
10,4,88,5.0632
10,4,89,5.4386
10,4,90,5.4257
10,4,91,4.884
10,4,92,5.1422
10,4,93,5.2095
10,4,94,4.913
10,4,95,5.0355
10,4,96,4.9525
10,4,97,5.0014
10,4,98,5.1123
10,4,99,4.7335
10,4,100,4.8949
10,4,101,5.0436
10,4,102,4.7138
10,4,103,4.9876
10,4,104,4.8142
10,4,105,5.1038
10,4,106,4.9589
10,4,107,4.591
10,4,108,4.6056
10,4,109,4.6677
10,4,110,4.6675
10,4,111,4.5924
10,4,112,4.8005
10,4,113,4.6182
10,4,114,4.7352
10,4,115,4.072
10,4,116,4.6594
10,4,117,4.6491
10,4,118,4.4009
10,4,119,4.5404
10,4,120,4.791
10,4,121,4.6224
10,4,122,4.3395
10,4,123,4.1048
10,4,124,4.7351
10,4,125,4.6828
10,4,126,4.6805
10,4,127,3.2459
10,4,128,2.1631
10,4,129,2.0347
10,4,130,2.848
10,4,131,1.6935
10,4,132,2.5307
10,4,133,2.8842
10,4,134,2.8498
10,4,135,2.913
10,4,136,1.7319
10,4,137,1.2484
10,4,138,0.0132
10,4,139,1.4333
10,4,140,0.0132
10,4,141,0.0132
10,4,142,0.0132
10,4,143,0.0132
10,4,144,0.0132
10,4,145,0.0132
10,4,146,0.0132
10,4,147,0.0132
10,4,148,0.0067
10,4,149,0.0067
10,4,150,0.0067
10,4,151,0.0067
10,4,152,0.0067
10,4,153,0.0067
10,4,154,0.0067
10,4,155,0.0068
10,4,156,0.0067
10,4,157,0.0066
10,4,158,0.0066
10,5,0,0.0066
10,5,1,0.0068
10,5,2,0.0068
10,5,3,0.0068
10,5,4,0.0068
10,5,5,0.0068
10,5,6,0.0068
10,5,7,0.0132
10,5,8,0.0132
10,5,9,0.0132
10,5,10,0.6821
10,5,11,0.9545
10,5,12,1.4773
10,5,13,1.7849
10,5,14,1.631
10,5,15,2.2168
10,5,16,1.461
10,5,17,3.2123
10,5,18,1.8985
10,5,19,4.7799
10,5,20,4.4353
10,5,21,4.634
10,5,22,4.4708
10,5,23,4.5523
10,5,24,3.9216
10,5,25,4.2222
10,5,26,4.772
10,5,27,4.7692
10,5,28,4.9176
10,5,29,4.7284
10,5,30,4.6236
10,5,31,4.7503
10,5,32,4.8686
10,5,33,4.766
10,5,34,5.1367
10,5,35,5.4771
10,5,36,5.5645
10,5,37,4.8997
10,5,38,5.6408
10,5,39,5.471
10,5,40,5.3643
10,5,41,5.0772
10,5,42,5.1134
10,5,43,5.3297
10,5,44,4.8187
10,5,45,5.2359
10,5,46,4.82
10,5,47,5.7055
10,5,48,4.9045
10,5,49,4.8779
10,5,50,5.4525
10,5,51,5.1537
10,5,52,4.863
10,5,53,5.4113
10,5,54,5.156
10,5,55,5.2112
10,5,56,6.2595
10,5,57,6.5236
10,5,58,6.4454
10,5,59,6.7546
10,5,60,6.2569
10,5,61,6.5234
10,5,62,6.6686
10,5,63,6.5868
10,5,64,4.701
10,5,65,5.1909
10,5,66,4.9747
10,5,67,5.2674
10,5,68,4.8109
10,5,69,4.9199
10,5,70,5.0365
10,5,71,5.3521
10,5,72,5.2723
10,5,73,5.3208
10,5,74,5.7624
10,5,75,5.0141
10,5,76,5.2005
10,5,77,5.4764
10,5,78,5.7637
10,5,79,4.9087
10,5,80,5.0033
10,5,81,5.0759
10,5,82,5.0096
10,5,83,5.5461
10,5,84,5.0646
10,5,85,5.079
10,5,86,5.6074
10,5,87,5.4847
10,5,88,5.0433
10,5,89,5.2379
10,5,90,5.2052
10,5,91,5.0281
10,5,92,5.0596
10,5,93,5.4642
10,5,94,5.1392
10,5,95,6.1042
10,5,96,5.4337
10,5,97,5.2853
10,5,98,4.9256
10,5,99,4.8517
10,5,100,4.9468
10,5,101,4.8385
10,5,102,4.9759
10,5,103,4.8411
10,5,104,4.9298
10,5,105,5.2077
10,5,106,4.9564
10,5,107,4.6178
10,5,108,4.9724
10,5,109,4.8765
10,5,110,4.977
10,5,111,5.0343
10,5,112,4.737
10,5,113,4.6896
10,5,114,4.7772
10,5,115,4.2364
10,5,116,3.996
10,5,117,4.6061
10,5,118,4.7005
10,5,119,4.4224
10,5,120,4.335
10,5,121,4.6704
10,5,122,4.3487
10,5,123,4.8637
10,5,124,4.6441
10,5,125,4.5976
10,5,126,4.4332
10,5,127,3.5241
10,5,128,2.8798
10,5,129,1.6202
10,5,130,2.8013
10,5,131,2.8615
10,5,132,3.0014
10,5,133,2.0443
10,5,134,2.9586
10,5,135,2.8941
10,5,136,0.685
10,5,137,1.8272
10,5,138,1.9595
10,5,139,1.9218
10,5,140,0.0132
10,5,141,0.0132
10,5,142,0.0132
10,5,143,0.0132
10,5,144,0.0132
10,5,145,0.0132
10,5,146,0.0132
10,5,147,0.0132
10,5,148,0.0067
10,5,149,0.0067
10,5,150,0.0067
10,5,151,0.0067
10,5,152,0.0067
10,5,153,0.0068
10,5,154,0.0068
10,5,155,0.0068
10,5,156,0.0068
10,5,157,0.0066
10,5,158,0.0066
10,6,0,0.0066
10,6,1,0.0068
10,6,2,0.0068
10,6,3,0.0068
10,6,4,0.0068
10,6,5,0.0068
10,6,6,0.0068
10,6,7,0.0132
10,6,8,0.0132
10,6,9,0.0132
10,6,10,0.0132
10,6,11,1.9188
10,6,12,1.8533
10,6,13,1.7066
10,6,14,2.9767
10,6,15,1.6631
10,6,16,2.0878
10,6,17,2.2674
10,6,18,2.0061
10,6,19,4.7036
10,6,20,4.8492
10,6,21,4.376
10,6,22,3.9871
10,6,23,3.6491
10,6,24,4.1282
10,6,25,3.8381
10,6,26,4.5892
10,6,27,4.717
10,6,28,4.7352
10,6,29,4.6834
10,6,30,4.9585
10,6,31,4.9877
10,6,32,5.3841
10,6,33,5.0302
10,6,34,5.2669
10,6,35,5.0116
10,6,36,4.9243
10,6,37,5.2517
10,6,38,5.4467
10,6,39,5.3599
10,6,40,5.5015
10,6,41,5.7145
10,6,42,5.1543
10,6,43,4.5225
10,6,44,5.7526
10,6,45,5.1898
10,6,46,5.3504
10,6,47,5.2752
10,6,48,4.7155
10,6,49,4.8142
10,6,50,5.4052
10,6,51,5.0151
10,6,52,4.9402
10,6,53,5.01
10,6,54,4.804
10,6,55,5.0334
10,6,56,6.0572
10,6,57,5.9165
10,6,58,5.9925
10,6,59,6.2732
10,6,60,6.3864
10,6,61,6.2318
10,6,62,6.2812
10,6,63,5.8375
10,6,64,5.3697
10,6,65,5.0595
10,6,66,4.7799
10,6,67,5.3034
10,6,68,5.3064
10,6,69,4.9522
10,6,70,5.0166
10,6,71,5.2681
10,6,72,5.1284
10,6,73,5.0206
10,6,74,4.8427
10,6,75,5.1141
10,6,76,5.1631
10,6,77,5.0531
10,6,78,5.1571
10,6,79,5.586
10,6,80,5.4429
10,6,81,5.5354
10,6,82,4.9076
10,6,83,5.5868
10,6,84,5.0574
10,6,85,4.9717
10,6,86,5.0261
10,6,87,6.1565
10,6,88,5.2316
10,6,89,5.5296
10,6,90,5.1715
10,6,91,5.6875
10,6,92,5.2607
10,6,93,5.0854
10,6,94,5.0265
10,6,95,4.9342
10,6,96,4.7734
10,6,97,4.7555
10,6,98,4.9282
10,6,99,4.8114
10,6,100,4.8817
10,6,101,4.9664
10,6,102,4.9216
10,6,103,4.8847
10,6,104,4.8591
10,6,105,4.7758
10,6,106,4.6493
10,6,107,5.049
10,6,108,5.0675
10,6,109,4.6649
10,6,110,4.7343
10,6,111,4.7255
10,6,112,5.0174
10,6,113,4.8786
10,6,114,4.824
10,6,115,4.6925
10,6,116,4.4117
10,6,117,4.1546
10,6,118,4.1172
10,6,119,4.1342
10,6,120,4.2401
10,6,121,4.3616
10,6,122,4.7
10,6,123,4.9244
10,6,124,4.5624
10,6,125,4.9017
10,6,126,4.7827
10,6,127,2.8191
10,6,128,2.1474
10,6,129,2.2218
10,6,130,2.3406
10,6,131,2.7358
10,6,132,2.5309
10,6,133,2.2295
10,6,134,3.1799
10,6,135,2.7053
10,6,136,1.8946
10,6,137,1.9485
10,6,138,0.7926
10,6,139,2.3444
10,6,140,0.0132
10,6,141,0.0132
10,6,142,0.0132
10,6,143,0.0132
10,6,144,0.0132
10,6,145,0.0132
10,6,146,0.0132
10,6,147,0.0132
10,6,148,0.0067
10,6,149,0.0067
10,6,150,0.0067
10,6,151,0.0067
10,6,152,0.0068
10,6,153,0.0068
10,6,154,0.0068
10,6,155,0.0068
10,6,156,0.0068
10,6,157,0.0066
10,6,158,0.0066
10,7,0,0.0066
10,7,1,0.0068
10,7,2,0.0068
10,7,3,0.0068
10,7,4,0.0068
10,7,5,0.0068
10,7,6,0.0068
10,7,7,1.6936
10,7,8,0.0132
10,7,9,0.6821
10,7,10,0.9525
10,7,11,1.2166
10,7,12,0.724
10,7,13,1.8671
10,7,14,2.8299
10,7,15,2.3079
10,7,16,2.0336
10,7,17,2.0001
10,7,18,2.1739
10,7,19,4.9035
10,7,20,4.5444
10,7,21,4.0102
10,7,22,4.228
10,7,23,4.2528
10,7,24,4.1703
10,7,25,4.2312
10,7,26,4.7358
10,7,27,4.5924
10,7,28,4.747
10,7,29,4.9606
10,7,30,4.8871
10,7,31,4.8226
10,7,32,4.9909
10,7,33,4.8255
10,7,34,4.8831
10,7,35,5.0327
10,7,36,4.9428
10,7,37,4.8852
10,7,38,5.4394
10,7,39,4.7123
10,7,40,5.4295
10,7,41,5.1065
10,7,42,5.4165
10,7,43,5.0756
10,7,44,5.4181
10,7,45,5.2861
10,7,46,4.9076
10,7,47,5.1699
10,7,48,5.1637
10,7,49,5.4172
10,7,50,5.3049
10,7,51,5.4749
10,7,52,5.5758
10,7,53,5.2416
10,7,54,4.7235
10,7,55,4.6834
10,7,56,5.7739
10,7,57,6.2649
10,7,58,5.3435
10,7,59,6.3093
10,7,60,6.491
10,7,61,6.4575
10,7,62,6.2278
10,7,63,6.2009
10,7,64,5.2784
10,7,65,5.2473
10,7,66,5.2378
10,7,67,4.75
10,7,68,5.4922
10,7,69,5.1993
10,7,70,5.0016
10,7,71,5.2511
10,7,72,5.2517
10,7,73,5.6531
10,7,74,4.6771
10,7,75,5.4297
10,7,76,5.0259
10,7,77,5.1216
10,7,78,5.411
10,7,79,5.4408
10,7,80,4.7454
10,7,81,5.6922
10,7,82,4.9448
10,7,83,5.0231
10,7,84,5.4055
10,7,85,5.4457
10,7,86,5.1287
10,7,87,5.3841
10,7,88,4.9855
10,7,89,5.4048
10,7,90,5.1462
10,7,91,5.0576
10,7,92,4.974
10,7,93,5.4385
10,7,94,4.9218
10,7,95,4.8751
10,7,96,4.8108
10,7,97,4.9921
10,7,98,4.8952
10,7,99,4.7405
10,7,100,5.2959
10,7,101,5.2936
10,7,102,5.4845
10,7,103,4.9354
10,7,104,4.8467
10,7,105,4.869
10,7,106,4.6586
10,7,107,4.6788
10,7,108,4.5401
10,7,109,4.677
10,7,110,4.8917
10,7,111,4.9828
10,7,112,4.6006
10,7,113,4.6147
10,7,114,4.6145
10,7,115,4.6637
10,7,116,4.5812
10,7,117,4.2852
10,7,118,4.8834
10,7,119,4.4715
10,7,120,4.7447
10,7,121,4.784
10,7,122,4.6731
10,7,123,4.6531
10,7,124,4.8053
10,7,125,4.6048
10,7,126,4.5649
10,7,127,2.7618
10,7,128,2.0689
10,7,129,2.5875
10,7,130,2.9148
10,7,131,2.7012
10,7,132,2.9688
10,7,133,2.734
10,7,134,2.8279
10,7,135,2.5505
10,7,136,1.5973
10,7,137,0.658
10,7,138,1.0376
10,7,139,0.0132
10,7,140,0.0132
10,7,141,0.0132
10,7,142,0.0132
10,7,143,0.0132
10,7,144,0.0132
10,7,145,0.0132
10,7,146,0.0132
10,7,147,0.0132
10,7,148,0.0067
10,7,149,0.0067
10,7,150,0.0067
10,7,151,0.0067
10,7,152,0.0067
10,7,153,0.0067
10,7,154,0.0067
10,7,155,0.0067
10,7,156,0.0067
10,7,157,0.0066
10,7,158,0.0066
10,8,0,0.0066
10,8,1,0.0068
10,8,2,0.0068
10,8,3,0.0068
10,8,4,0.0068
10,8,5,0.0068
10,8,6,0.0068
